grade_level,subject,grade_level_momentum,BOY,MOY,EOY,SOL
4,Math,Grade 4,1494,1581,1525,443
4,Math,Grade 4,1545,1655,1604,443
4,Math,Grade 4,1552,1599,1587,443
4,Math,Grade 4,1480,1590,1587,444
4,Math,Grade 4,1538,1599,1571,444
4,Math,Grade 4,1494,1544,1509,444
4,Math,Grade 4,1530,1553,1554,444
4,Math,Grade 4,1501,1581,1604,444
4,Math,Grade 4,1502,1599,1587,444
4,Math,Grade 4,1501,1552,1579,444
4,Math,Grade 4,1560,1581,1562,444
4,Math,Grade 4,1466,1544,1545,444
4,Math,Grade 4,1474,1485,1554,444
4,Math,Grade 4,1474,1494,1534,444
4,Math,Grade 4,1497,1563,1554,444
4,Math,Grade 4,1494,1502,1509,444
4,Math,Grade 4,1533,1563,1558,444
4,Math,Grade 4,1481,1519,1500,444
4,Math,Grade 4,1474,1502,1491,444
4,Math,Grade 4,1497,1563,1587,444
4,Math,Grade 4,1489,1527,1596,444
4,Math,Grade 4,1466,1485,1558,444
4,Math,Grade 4,1511,1536,1545,444
4,Math,Grade 4,1526,1536,1562,444
4,Math,Grade 4,1481,1527,1596,444
4,Math,Grade 4,1481,1465,1596,444
4,Math,Grade 4,1480,1563,1558,444
4,Math,Grade 4,1489,1527,1579,444
4,Math,Grade 4,1443,1485,1509,444
4,Math,Grade 4,1474,1572,1558,444
4,Math,Grade 4,1538,1616,1579,444
4,Math,Grade 4,1511,1527,1554,444
4,Math,Grade 4,1518,1563,1525,444
4,Math,Grade 4,1458,1553,1554,444
4,Math,Grade 4,1458,1581,1534,444
4,Math,Grade 4,1494,1553,1662,444
4,Math,Grade 4,1494,1607,1542,444
4,Math,Grade 4,1538,1569,1571,445
4,Math,Grade 4,1487,1536,1574,445
4,Math,Grade 4,1509,1485,1525,445
4,Math,Grade 4,1523,1572,1542,445
4,Math,Grade 4,1509,1590,1500,445
4,Math,Grade 4,1504,1544,1545,445
4,Math,Grade 4,1530,1544,1562,445
4,Math,Grade 4,1501,1581,1587,445
4,Math,Grade 4,1517,1544,1550,445
4,Math,Grade 4,1516,1536,1525,445
4,Math,Grade 4,1501,1553,1542,445
4,Math,Grade 4,1538,1607,1562,445
4,Math,Grade 4,1481,1544,1536,445
4,Math,Grade 4,1474,1544,1587,445
4,Math,Grade 4,1481,1536,1545,445
4,Math,Grade 4,1472,1527,1509,445
4,Math,Grade 4,1489,1536,1579,445
4,Math,Grade 4,1451,1502,1517,445
4,Math,Grade 4,1480,1572,1558,445
4,Math,Grade 4,1474,1527,1534,445
4,Math,Grade 4,1516,1533,1536,445
4,Math,Grade 4,1458,1511,1596,445
4,Math,Grade 4,1451,1519,1460,445
4,Math,Grade 4,1458,1581,1554,445
4,Math,Grade 4,1489,1563,1545,445
4,Math,Grade 4,1494,1572,1542,445
4,Math,Grade 4,1451,1536,1554,445
4,Math,Grade 4,1487,1552,1534,445
4,Math,Grade 4,1530,1553,1517,445
4,Math,Grade 4,1474,1511,1517,446
4,Math,Grade 4,1465,1527,1571,446
4,Math,Grade 4,1538,1607,1604,446
4,Math,Grade 4,1523,1511,1558,446
4,Math,Grade 4,1399,1511,1525,446
4,Math,Grade 4,1482,1552,1517,446
4,Math,Grade 4,1509,1563,1562,446
4,Math,Grade 4,1494,1527,1542,446
4,Math,Grade 4,1530,1599,1509,446
4,Math,Grade 4,1487,1536,1622,446
4,Math,Grade 4,1511,1527,1574,446
4,Math,Grade 4,1518,1519,1534,446
4,Math,Grade 4,1494,1536,1534,446
4,Math,Grade 4,1458,1485,1545,446
4,Math,Grade 4,1451,1590,1604,446
4,Math,Grade 4,1552,1561,1566,446
4,Math,Grade 4,1494,1536,1525,446
4,Math,Grade 4,1509,1485,1534,446
4,Math,Grade 4,1501,1553,1579,446
4,Math,Grade 4,1482,1527,1550,446
4,Math,Grade 4,1504,1502,1526,446
4,Math,Grade 4,1480,1519,1550,446
4,Math,Grade 4,1474,1485,1525,446
4,Math,Grade 4,1530,1563,1525,446
4,Math,Grade 4,1509,1519,1545,446
4,Math,Grade 4,1523,1581,1550,446
4,Math,Grade 4,1501,1511,1517,446
4,Math,Grade 4,1494,1581,1579,446
4,Math,Grade 4,1435,1519,1571,446
4,Math,Grade 4,1516,1511,1550,446
4,Math,Grade 4,1513,1475,1536,446
4,Math,Grade 4,1530,1544,1509,446
4,Math,Grade 4,1481,1494,1509,446
4,Math,Grade 4,1530,1572,1542,447
4,Math,Grade 4,1451,1426,1509,447
4,Math,Grade 4,1478,1511,1517,447
4,Math,Grade 4,1474,1502,1500,447
4,Math,Grade 4,1494,1519,1534,447
4,Math,Grade 4,1509,1552,1613,447
4,Math,Grade 4,1497,1511,1550,447
4,Math,Grade 4,1501,1563,1554,447
4,Math,Grade 4,1487,1527,1542,447
4,Math,Grade 4,1502,1561,1579,447
4,Math,Grade 4,1502,1536,1554,447
4,Math,Grade 4,1489,1563,1525,447
4,Math,Grade 4,1435,1502,1545,447
4,Math,Grade 4,1497,1536,1554,447
4,Math,Grade 4,1538,1536,1562,447
4,Math,Grade 4,1474,1485,1509,447
4,Math,Grade 4,1481,1544,1517,447
4,Math,Grade 4,1509,1527,1482,447
4,Math,Grade 4,1489,1527,1550,447
4,Math,Grade 4,1474,1511,1562,447
4,Math,Grade 4,1474,1511,1534,447
4,Math,Grade 4,1497,1552,1571,447
4,Math,Grade 4,1530,1563,1579,447
4,Math,Grade 4,1501,1527,1562,447
4,Math,Grade 4,1538,1533,1596,447
4,Math,Grade 4,1545,1544,1517,447
4,Math,Grade 4,1481,1607,1596,447
4,Math,Grade 4,1545,1581,1571,447
4,Math,Grade 4,1538,1544,1596,447
4,Math,Grade 4,1530,1599,1613,447
4,Math,Grade 4,1487,1552,1534,447
4,Math,Grade 4,1466,1544,1542,447
4,Math,Grade 4,1523,1607,1596,447
4,Math,Grade 4,1486,1572,1517,447
4,Math,Grade 4,1465,1553,1491,447
4,Math,Grade 4,1504,1527,1558,447
4,Math,Grade 4,1530,1599,1596,447
4,Math,Grade 4,1516,1607,1550,447
4,Math,Grade 4,1501,1590,1525,447
4,Math,Grade 4,1457,1599,1545,448
4,Math,Grade 4,1481,1533,1542,448
4,Math,Grade 4,1517,1572,1554,448
4,Math,Grade 4,1502,1563,1579,448
4,Math,Grade 4,1497,1502,1550,448
4,Math,Grade 4,1504,1527,1554,448
4,Math,Grade 4,1552,1616,1596,448
4,Math,Grade 4,1545,1581,1571,448
4,Math,Grade 4,1474,1536,1587,448
4,Math,Grade 4,1489,1536,1534,448
4,Math,Grade 4,1504,1666,1675,448
4,Math,Grade 4,1523,1625,1534,448
4,Math,Grade 4,1494,1563,1571,448
4,Math,Grade 4,1481,1494,1554,448
4,Math,Grade 4,1487,1590,1517,448
4,Math,Grade 4,1451,1553,1566,448
4,Math,Grade 4,1509,1533,1558,448
4,Math,Grade 4,1545,1581,1550,448
4,Math,Grade 4,1482,1561,1550,448
4,Math,Grade 4,1504,1590,1651,448
4,Math,Grade 4,1481,1494,1579,448
4,Math,Grade 4,1466,1511,1526,448
4,Math,Grade 4,1458,1599,1542,448
4,Math,Grade 4,1497,1581,1525,448
4,Math,Grade 4,1509,1519,1525,448
4,Math,Grade 4,1530,1544,1534,448
4,Math,Grade 4,1511,1563,1571,448
4,Math,Grade 4,1481,1475,1500,448
4,Math,Grade 4,1466,1475,1509,448
4,Math,Grade 4,1466,1502,1500,448
4,Math,Grade 4,1545,1590,1641,448
4,Math,Grade 4,1489,1553,1534,448
4,Math,Grade 4,1489,1502,1542,448
4,Math,Grade 4,1458,1494,1587,448
4,Math,Grade 4,1451,1536,1542,448
4,Math,Grade 4,1516,1572,1554,448
4,Math,Grade 4,1516,1502,1517,448
4,Math,Grade 4,1509,1533,1517,448
4,Math,Grade 4,1489,1527,1550,448
4,Math,Grade 4,1497,1536,1562,448
4,Math,Grade 4,1509,1563,1571,448
4,Math,Grade 4,1489,1544,1587,448
4,Math,Grade 4,1538,1544,1596,449
4,Math,Grade 4,1552,1544,1562,449
4,Math,Grade 4,1435,1485,1631,449
4,Math,Grade 4,1481,1563,1517,449
4,Math,Grade 4,1451,1527,1534,449
4,Math,Grade 4,1458,1561,1525,449
4,Math,Grade 4,1480,1527,1562,449
4,Math,Grade 4,1511,1553,1587,449
4,Math,Grade 4,1481,1572,1542,449
4,Math,Grade 4,1516,1590,1542,449
4,Math,Grade 4,1474,1527,1558,449
4,Math,Grade 4,1481,1502,1587,449
4,Math,Grade 4,1502,1527,1562,449
4,Math,Grade 4,1497,1536,1587,449
4,Math,Grade 4,1545,1563,1562,449
4,Math,Grade 4,1509,1563,1604,449
4,Math,Grade 4,1466,1519,1525,449
4,Math,Grade 4,1538,1572,1558,449
4,Math,Grade 4,1530,1563,1587,449
4,Math,Grade 4,1466,1561,1517,449
4,Math,Grade 4,1480,1572,1558,449
4,Math,Grade 4,1533,1561,1558,449
4,Math,Grade 4,1486,1527,1534,449
4,Math,Grade 4,1451,1572,1517,449
4,Math,Grade 4,1497,1552,1587,449
4,Math,Grade 4,1418,1544,1562,449
4,Math,Grade 4,1458,1544,1534,449
4,Math,Grade 4,1480,1581,1554,449
4,Math,Grade 4,1504,1553,1587,449
4,Math,Grade 4,1474,1563,1534,449
4,Math,Grade 4,1523,1519,1596,449
4,Math,Grade 4,1474,1572,1517,449
4,Math,Grade 4,1487,1527,1534,449
4,Math,Grade 4,1545,1553,1554,449
4,Math,Grade 4,1481,1544,1550,449
4,Math,Grade 4,1509,1563,1558,449
4,Math,Grade 4,1474,1536,1571,449
4,Math,Grade 4,1443,1519,1690,450
4,Math,Grade 4,1501,1561,1562,450
4,Math,Grade 4,1552,1590,1622,450
4,Math,Grade 4,1523,1544,1500,450
4,Math,Grade 4,1466,1502,1471,450
4,Math,Grade 4,1474,1553,1587,450
4,Math,Grade 4,1530,1563,1562,450
4,Math,Grade 4,1497,1553,1566,450
4,Math,Grade 4,1509,1502,1536,450
4,Math,Grade 4,1494,1607,1579,450
4,Math,Grade 4,1501,1544,1550,450
4,Math,Grade 4,1480,1563,1571,450
4,Math,Grade 4,1494,1552,1542,450
4,Math,Grade 4,1489,1502,1517,450
4,Math,Grade 4,1489,1511,1542,450
4,Math,Grade 4,1472,1527,1534,450
4,Math,Grade 4,1482,1553,1517,450
4,Math,Grade 4,1487,1572,1517,450
4,Math,Grade 4,1481,1511,1571,450
4,Math,Grade 4,1466,1533,1571,450
4,Math,Grade 4,1474,1563,1707,450
4,Math,Grade 4,1399,1465,1509,450
4,Math,Grade 4,1480,1536,1558,450
4,Math,Grade 4,1497,1581,1558,450
4,Math,Grade 4,1523,1563,1525,450
4,Math,Grade 4,1486,1553,1562,450
4,Math,Grade 4,1501,1553,1550,450
4,Math,Grade 4,1489,1607,1571,450
4,Math,Grade 4,1497,1519,1641,450
4,Math,Grade 4,1516,1572,1604,450
4,Math,Grade 4,1538,1616,1579,451
4,Math,Grade 4,1552,1553,1542,451
4,Math,Grade 4,1489,1527,1517,451
4,Math,Grade 4,1511,1561,1550,451
4,Math,Grade 4,1481,1527,1500,451
4,Math,Grade 4,1502,1572,1571,451
4,Math,Grade 4,1443,1519,1550,451
4,Math,Grade 4,1494,1563,1587,451
4,Math,Grade 4,1489,1552,1579,451
4,Math,Grade 4,1509,1511,1536,451
4,Math,Grade 4,1458,1527,1542,451
4,Math,Grade 4,1509,1607,1525,451
4,Math,Grade 4,1497,1553,1574,451
4,Math,Grade 4,1518,1544,1587,451
4,Math,Grade 4,1466,1527,1604,451
4,Math,Grade 4,1560,1607,1587,451
4,Math,Grade 4,1458,1544,1517,451
4,Math,Grade 4,1511,1581,1566,451
4,Math,Grade 4,1489,1533,1596,451
4,Math,Grade 4,1489,1536,1554,451
4,Math,Grade 4,1509,1563,1550,451
4,Math,Grade 4,1494,1590,1558,451
4,Math,Grade 4,1509,1544,1587,451
4,Math,Grade 4,1552,1511,1517,451
4,Math,Grade 4,1545,1552,1579,451
4,Math,Grade 4,1505,1527,1579,451
4,Math,Grade 4,1511,1599,1545,451
4,Math,Grade 4,1489,1502,1562,451
4,Math,Grade 4,1530,1553,1550,451
4,Math,Grade 4,1399,1544,1525,451
4,Math,Grade 4,1497,1572,1579,451
4,Math,Grade 4,1509,1599,1631,451
4,Math,Grade 4,1516,1544,1571,451
4,Math,Grade 4,1497,1527,1542,451
4,Math,Grade 4,1497,1527,1550,452
4,Math,Grade 4,1501,1563,1542,452
4,Math,Grade 4,1501,1527,1571,452
4,Math,Grade 4,1482,1563,1571,452
4,Math,Grade 4,1501,1536,1579,452
4,Math,Grade 4,1443,1536,1525,452
4,Math,Grade 4,1545,1581,1587,452
4,Math,Grade 4,1575,1599,1587,452
4,Math,Grade 4,1530,1544,1562,452
4,Math,Grade 4,1545,1553,1545,452
4,Math,Grade 4,1466,1519,1558,452
4,Math,Grade 4,1530,1572,1596,452
4,Math,Grade 4,1509,1485,1554,452
4,Math,Grade 4,1458,1502,1500,452
4,Math,Grade 4,1487,1563,1525,452
4,Math,Grade 4,1435,1511,1525,452
4,Math,Grade 4,1482,1581,1562,452
4,Math,Grade 4,1502,1527,1579,452
4,Math,Grade 4,1486,1536,1517,452
4,Math,Grade 4,1474,1533,1554,452
4,Math,Grade 4,1497,1553,1571,452
4,Math,Grade 4,1545,1590,1566,452
4,Math,Grade 4,1474,1544,1604,452
4,Math,Grade 4,1518,1599,1574,452
4,Math,Grade 4,1466,1502,1415,452
4,Math,Grade 4,1517,1519,1525,452
4,Math,Grade 4,1575,1635,1596,452
4,Math,Grade 4,1474,1511,1542,452
4,Math,Grade 4,1497,1527,1574,452
4,Math,Grade 4,1487,1572,1613,452
4,Math,Grade 4,1466,1572,1566,452
4,Math,Grade 4,1523,1581,1587,452
4,Math,Grade 4,1511,1544,1525,452
4,Math,Grade 4,1501,1563,1558,452
4,Math,Grade 4,1552,1572,1554,452
4,Math,Grade 4,1509,1616,1622,453
4,Math,Grade 4,1489,1581,1491,453
4,Math,Grade 4,1538,1527,1579,453
4,Math,Grade 4,1538,1607,1613,453
4,Math,Grade 4,1487,1553,1571,453
4,Math,Grade 4,1497,1527,1542,453
4,Math,Grade 4,1482,1511,1579,453
4,Math,Grade 4,1489,1533,1558,453
4,Math,Grade 4,1530,1581,1562,453
4,Math,Grade 4,1487,1536,1558,453
4,Math,Grade 4,1509,1563,1550,453
4,Math,Grade 4,1494,1533,1545,453
4,Math,Grade 4,1511,1544,1571,453
4,Math,Grade 4,1504,1590,1587,453
4,Math,Grade 4,1509,1544,1579,453
4,Math,Grade 4,1472,1572,1554,453
4,Math,Grade 4,1472,1607,1571,453
4,Math,Grade 4,1489,1544,1558,453
4,Math,Grade 4,1489,1544,1542,453
4,Math,Grade 4,1435,1485,1525,453
4,Math,Grade 4,1481,1581,1562,453
4,Math,Grade 4,1538,1563,1558,453
4,Math,Grade 4,1509,1544,1554,453
4,Math,Grade 4,1489,1519,1545,453
4,Math,Grade 4,1530,1581,1579,453
4,Math,Grade 4,1489,1527,1534,453
4,Math,Grade 4,1481,1572,1641,453
4,Math,Grade 4,1504,1581,1571,453
4,Math,Grade 4,1523,1607,1587,453
4,Math,Grade 4,1481,1536,1517,453
4,Math,Grade 4,1486,1563,1562,453
4,Math,Grade 4,1516,1599,1579,453
4,Math,Grade 4,1516,1502,1525,453
4,Math,Grade 4,1509,1581,1566,453
4,Math,Grade 4,1480,1552,1613,453
4,Math,Grade 4,1482,1519,1554,453
4,Math,Grade 4,1494,1552,1566,453
4,Math,Grade 4,1509,1536,1542,453
4,Math,Grade 4,1489,1485,1525,454
4,Math,Grade 4,1530,1552,1587,454
4,Math,Grade 4,1505,1519,1517,454
4,Math,Grade 4,1567,1581,1604,454
4,Math,Grade 4,1523,1572,1558,454
4,Math,Grade 4,1481,1572,1550,454
4,Math,Grade 4,1501,1525,1587,454
4,Math,Grade 4,1494,1533,1542,454
4,Math,Grade 4,1516,1553,1517,454
4,Math,Grade 4,1578,1536,1534,454
4,Math,Grade 4,1489,1544,1596,454
4,Math,Grade 4,1538,1563,1571,454
4,Math,Grade 4,1494,1561,1550,454
4,Math,Grade 4,1481,1536,1550,454
4,Math,Grade 4,1509,1553,1562,454
4,Math,Grade 4,1518,1590,1604,454
4,Math,Grade 4,1530,1572,1562,454
4,Math,Grade 4,1518,1544,1534,454
4,Math,Grade 4,1481,1563,1509,454
4,Math,Grade 4,1494,1536,1613,454
4,Math,Grade 4,1469,1527,1509,454
4,Math,Grade 4,1435,1511,1534,454
4,Math,Grade 4,1505,1544,1500,454
4,Math,Grade 4,1530,1581,1542,454
4,Math,Grade 4,1466,1502,1517,454
4,Math,Grade 4,1523,1544,1542,454
4,Math,Grade 4,1458,1527,1596,454
4,Math,Grade 4,1517,1553,1536,454
4,Math,Grade 4,1481,1572,1613,454
4,Math,Grade 4,1545,1588,1571,454
4,Math,Grade 4,1451,1527,1558,454
4,Math,Grade 4,1458,1552,1587,454
4,Math,Grade 4,1474,1544,1517,454
4,Math,Grade 4,1480,1599,1571,454
4,Math,Grade 4,1431,1552,1571,454
4,Math,Grade 4,1526,1563,1558,454
4,Math,Grade 4,1502,1511,1587,454
4,Math,Grade 4,1538,1572,1534,455
4,Math,Grade 4,1489,1511,1517,455
4,Math,Grade 4,1516,1511,1517,455
4,Math,Grade 4,1465,1563,1583,455
4,Math,Grade 4,1435,1494,1500,455
4,Math,Grade 4,1575,1616,1622,455
4,Math,Grade 4,1501,1581,1604,455
4,Math,Grade 4,1509,1599,1579,455
4,Math,Grade 4,1466,1527,1562,455
4,Math,Grade 4,1516,1536,1574,455
4,Math,Grade 4,1560,1616,1641,455
4,Math,Grade 4,1497,1544,1579,455
4,Math,Grade 4,1530,1519,1534,455
4,Math,Grade 4,1481,1536,1509,455
4,Math,Grade 4,1489,1544,1587,455
4,Math,Grade 4,1465,1581,1550,455
4,Math,Grade 4,1494,1561,1550,455
4,Math,Grade 4,1523,1616,1558,455
4,Math,Grade 4,1497,1536,1554,455
4,Math,Grade 4,1501,1590,1641,455
4,Math,Grade 4,1489,1519,1554,455
4,Math,Grade 4,1466,1511,1562,455
4,Math,Grade 4,1509,1544,1587,455
4,Math,Grade 4,1435,1502,1579,455
4,Math,Grade 4,1497,1536,1574,455
4,Math,Grade 4,1516,1544,1558,455
4,Math,Grade 4,1494,1519,1525,455
4,Math,Grade 4,1509,1533,1579,455
4,Math,Grade 4,1480,1544,1525,455
4,Math,Grade 4,1451,1563,1542,455
4,Math,Grade 4,1497,1494,1587,455
4,Math,Grade 4,1494,1590,1631,455
4,Math,Grade 4,1516,1572,1534,455
4,Math,Grade 4,1494,1533,1517,456
4,Math,Grade 4,1530,1553,1558,456
4,Math,Grade 4,1465,1511,1571,456
4,Math,Grade 4,1472,1544,1571,456
4,Math,Grade 4,1458,1502,1571,456
4,Math,Grade 4,1538,1599,1587,456
4,Math,Grade 4,1523,1581,1571,456
4,Math,Grade 4,1497,1599,1587,456
4,Math,Grade 4,1523,1572,1596,456
4,Math,Grade 4,1545,1544,1579,456
4,Math,Grade 4,1523,1536,1554,456
4,Math,Grade 4,1474,1519,1566,456
4,Math,Grade 4,1472,1553,1534,456
4,Math,Grade 4,1545,1581,1587,456
4,Math,Grade 4,1516,1553,1562,456
4,Math,Grade 4,1509,1544,1534,456
4,Math,Grade 4,1517,1563,1536,456
4,Math,Grade 4,1489,1527,1471,456
4,Math,Grade 4,1511,1536,1558,456
4,Math,Grade 4,1516,1590,1550,456
4,Math,Grade 4,1474,1616,1641,456
4,Math,Grade 4,1545,1607,1571,456
4,Math,Grade 4,1466,1563,1566,456
4,Math,Grade 4,1530,1544,1542,456
4,Math,Grade 4,1489,1581,1554,456
4,Math,Grade 4,1530,1544,1571,456
4,Math,Grade 4,1489,1581,1596,456
4,Math,Grade 4,1494,1569,1587,456
4,Math,Grade 4,1466,1553,1550,456
4,Math,Grade 4,1516,1599,1574,456
4,Math,Grade 4,1474,1523,1525,457
4,Math,Grade 4,1523,1569,1536,457
4,Math,Grade 4,1545,1581,1613,457
4,Math,Grade 4,1545,1572,1562,457
4,Math,Grade 4,1494,1544,1571,457
4,Math,Grade 4,1538,1599,1587,457
4,Math,Grade 4,1511,1599,1592,457
4,Math,Grade 4,1481,1502,1587,457
4,Math,Grade 4,1526,1552,1571,457
4,Math,Grade 4,1545,1563,1587,457
4,Math,Grade 4,1474,1590,1517,457
4,Math,Grade 4,1480,1563,1613,457
4,Math,Grade 4,1451,1666,1731,457
4,Math,Grade 4,1530,1572,1554,457
4,Math,Grade 4,1487,1536,1604,457
4,Math,Grade 4,1474,1527,1562,457
4,Math,Grade 4,1474,1563,1566,457
4,Math,Grade 4,1501,1563,1542,457
4,Math,Grade 4,1489,1536,1550,457
4,Math,Grade 4,1466,1572,1558,457
4,Math,Grade 4,1489,1561,1579,457
4,Math,Grade 4,1458,1502,1542,457
4,Math,Grade 4,1474,1563,1596,457
4,Math,Grade 4,1502,1544,1571,457
4,Math,Grade 4,1516,1533,1579,457
4,Math,Grade 4,1523,1552,1613,457
4,Math,Grade 4,1509,1572,1579,457
4,Math,Grade 4,1474,1616,1571,457
4,Math,Grade 4,1486,1625,1554,457
4,Math,Grade 4,1513,1616,1579,457
4,Math,Grade 4,1480,1590,1583,457
4,Math,Grade 4,1486,1552,1542,457
4,Math,Grade 4,1489,1572,1558,457
4,Math,Grade 4,1487,1561,1571,457
4,Math,Grade 4,1560,1581,1574,457
4,Math,Grade 4,1530,1536,1550,457
4,Math,Grade 4,1466,1561,1536,458
4,Math,Grade 4,1451,1519,1579,458
4,Math,Grade 4,1516,1581,1604,458
4,Math,Grade 4,1509,1569,1579,458
4,Math,Grade 4,1501,1536,1596,458
4,Math,Grade 4,1516,1563,1509,458
4,Math,Grade 4,1480,1527,1596,458
4,Math,Grade 4,1489,1590,1534,458
4,Math,Grade 4,1474,1590,1596,458
4,Math,Grade 4,1517,1590,1566,458
4,Math,Grade 4,1545,1581,1596,458
4,Math,Grade 4,1497,1599,1517,458
4,Math,Grade 4,1482,1553,1509,458
4,Math,Grade 4,1509,1533,1566,458
4,Math,Grade 4,1533,1724,1604,458
4,Math,Grade 4,1560,1494,1554,458
4,Math,Grade 4,1516,1579,1534,458
4,Math,Grade 4,1504,1572,1517,458
4,Math,Grade 4,1530,1635,1550,458
4,Math,Grade 4,1480,1527,1542,458
4,Math,Grade 4,1474,1553,1562,458
4,Math,Grade 4,1516,1635,1604,458
4,Math,Grade 4,1516,1527,1579,458
4,Math,Grade 4,1474,1552,1587,458
4,Math,Grade 4,1489,1527,1545,458
4,Math,Grade 4,1480,1563,1579,458
4,Math,Grade 4,1545,1553,1542,458
4,Math,Grade 4,1504,1536,1583,458
4,Math,Grade 4,1443,1511,1558,458
4,Math,Grade 4,1552,1581,1554,458
4,Math,Grade 4,1567,1563,1554,458
4,Math,Grade 4,1497,1475,1566,458
4,Math,Grade 4,1497,1563,1571,458
4,Math,Grade 4,1516,1536,1554,458
4,Math,Grade 4,1516,1625,1558,458
4,Math,Grade 4,1516,1533,1545,459
4,Math,Grade 4,1592,1644,1662,459
4,Math,Grade 4,1509,1553,1571,459
4,Math,Grade 4,1487,1552,1525,459
4,Math,Grade 4,1489,1572,1571,459
4,Math,Grade 4,1489,1544,1534,459
4,Math,Grade 4,1516,1553,1571,459
4,Math,Grade 4,1494,1569,1587,459
4,Math,Grade 4,1482,1519,1579,459
4,Math,Grade 4,1481,1536,1579,459
4,Math,Grade 4,1530,1511,1558,459
4,Math,Grade 4,1530,1563,1574,459
4,Math,Grade 4,1533,1561,1571,459
4,Math,Grade 4,1472,1533,1579,459
4,Math,Grade 4,1511,1552,1534,459
4,Math,Grade 4,1505,1544,1550,459
4,Math,Grade 4,1474,1581,1554,459
4,Math,Grade 4,1509,1563,1534,459
4,Math,Grade 4,1516,1536,1534,459
4,Math,Grade 4,1458,1625,1566,459
4,Math,Grade 4,1489,1572,1596,459
4,Math,Grade 4,1530,1561,1596,459
4,Math,Grade 4,1511,1536,1550,459
4,Math,Grade 4,1511,1511,1525,459
4,Math,Grade 4,1494,1553,1542,459
4,Math,Grade 4,1538,1553,1574,459
4,Math,Grade 4,1487,1607,1579,459
4,Math,Grade 4,1481,1544,1604,460
4,Math,Grade 4,1481,1544,1579,460
4,Math,Grade 4,1518,1607,1596,460
4,Math,Grade 4,1501,1523,1542,460
4,Math,Grade 4,1511,1572,1587,460
4,Math,Grade 4,1530,1553,1562,460
4,Math,Grade 4,1509,1527,1690,460
4,Math,Grade 4,1545,1599,1604,460
4,Math,Grade 4,1505,1607,1525,460
4,Math,Grade 4,1472,1572,1562,460
4,Math,Grade 4,1481,1581,1550,460
4,Math,Grade 4,1511,1563,1579,460
4,Math,Grade 4,1505,1527,1571,460
4,Math,Grade 4,1509,1552,1509,460
4,Math,Grade 4,1489,1607,1596,460
4,Math,Grade 4,1505,1581,1571,460
4,Math,Grade 4,1487,1527,1550,460
4,Math,Grade 4,1505,1527,1587,460
4,Math,Grade 4,1502,1561,1596,460
4,Math,Grade 4,1530,1599,1596,460
4,Math,Grade 4,1474,1527,1579,460
4,Math,Grade 4,1426,1536,1571,460
4,Math,Grade 4,1552,1581,1596,460
4,Math,Grade 4,1474,1544,1566,460
4,Math,Grade 4,1474,1527,1534,460
4,Math,Grade 4,1509,1536,1554,460
4,Math,Grade 4,1552,1635,1596,460
4,Math,Grade 4,1526,1625,1604,460
4,Math,Grade 4,1451,1581,1579,460
4,Math,Grade 4,1497,1563,1562,460
4,Math,Grade 4,1538,1607,1558,460
4,Math,Grade 4,1523,1581,1587,460
4,Math,Grade 4,1504,1533,1562,461
4,Math,Grade 4,1552,1625,1604,461
4,Math,Grade 4,1497,1527,1562,461
4,Math,Grade 4,1560,1599,1571,461
4,Math,Grade 4,1489,1581,1613,461
4,Math,Grade 4,1509,1625,1554,461
4,Math,Grade 4,1489,1590,1596,461
4,Math,Grade 4,1523,1581,1604,461
4,Math,Grade 4,1494,1590,1604,461
4,Math,Grade 4,1494,1572,1596,461
4,Math,Grade 4,1474,1511,1545,461
4,Math,Grade 4,1458,1553,1562,461
4,Math,Grade 4,1502,1569,1545,461
4,Math,Grade 4,1489,1553,1587,461
4,Math,Grade 4,1481,1553,1491,461
4,Math,Grade 4,1530,1590,1534,461
4,Math,Grade 4,1504,1527,1509,461
4,Math,Grade 4,1494,1590,1622,461
4,Math,Grade 4,1545,1553,1622,461
4,Math,Grade 4,1530,1581,1587,461
4,Math,Grade 4,1497,1544,1545,461
4,Math,Grade 4,1567,1572,1596,461
4,Math,Grade 4,1466,1544,1574,461
4,Math,Grade 4,1501,1607,1583,461
4,Math,Grade 4,1480,1599,1509,461
4,Math,Grade 4,1474,1511,1571,461
4,Math,Grade 4,1523,1572,1558,461
4,Math,Grade 4,1474,1519,1562,461
4,Math,Grade 4,1523,1553,1554,461
4,Math,Grade 4,1497,1572,1562,461
4,Math,Grade 4,1482,1527,1500,461
4,Math,Grade 4,1560,1572,1562,462
4,Math,Grade 4,1530,1599,1579,462
4,Math,Grade 4,1418,1475,1448,462
4,Math,Grade 4,1552,1553,1587,462
4,Math,Grade 4,1509,1625,1571,462
4,Math,Grade 4,1481,1552,1550,462
4,Math,Grade 4,1502,1599,1534,462
4,Math,Grade 4,1457,1527,1566,462
4,Math,Grade 4,1523,1599,1571,462
4,Math,Grade 4,1466,1519,1554,462
4,Math,Grade 4,1516,1553,1534,462
4,Math,Grade 4,1486,1511,1550,462
4,Math,Grade 4,1513,1590,1596,462
4,Math,Grade 4,1523,1599,1604,462
4,Math,Grade 4,1497,1527,1526,462
4,Math,Grade 4,1517,1544,1579,462
4,Math,Grade 4,1523,1527,1525,462
4,Math,Grade 4,1552,1581,1571,462
4,Math,Grade 4,1451,1511,1562,462
